,smiles,value,log_value,init_value
11,CCNC(=O)[C@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0.07333,-2.6127854768764287,0.0572878145027522
12,C=CCn1c(C(=O)c2oc3cccc(OCCCNCc4cccnc4)c3c2C)nc2ccccc21,0.8,-0.2231435513142097,0.414771842433855
13,CCNC(=O)[C@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0.4167,-0.8753887405537293,0.3171977101114278
14,CCNC(=O)[C@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)N(C)C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0.6517,-0.4281709456438024,0.3841002937063538
15,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3ccc(C)nc3)CCCC2)C(=O)O)cc1,0.3,-1.203972804325936,0.2680424147616348
16,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cccnc3C)CCCC2)C(=O)O)cc1,0.6,-0.5108256237659907,0.3717353753700985
17,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cccnc3)CCCCC2)C(=O)O)cc1,0.4,-0.916290731874155,0.3110788818253913
18,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,0.8,-0.2231435513142097,0.414771842433855
19,Cc1ccc(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)cc1,0.5,-0.6931471805599453,0.3444605590873043
20,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Nc2ccc3c(c2)OCO3)c1Br,0.5,-0.6931471805599453,0.3444605590873043
21,O=C(/N=C(/NCc1ccccc1)NC(=O)OCc1ccccc1)OCc1ccccc1,0.2083,-1.5687759307152107,0.2134688447097891
22,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,0.7,-0.3566749439387324,0.3947959039553597
23,COc1cc(C#N)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)cc1OC,0.15,-1.8971199848858813,0.164349454153171
24,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cnccc3C)CCCC2)C(=O)O)cc1,0.2,-1.6094379124341005,0.2073859212169275
25,Cn1nc(C(F)(F)F)c(CN2CCN(c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)c1Cl,0.5,-0.6931471805599453,0.3444605590873043
26,Nc1nc(N2CCN(Cc3c(F)cc(F)cc3F)CC2)nc2nc(-c3ccco3)nn12,0.9,-0.1053605156578262,0.4323918689148059
27,COc1c([C@@H](O)CC(C)C)ccc2c1C(=O)Oc1cc(C)cc(OC(=O)C(C)(C)C)c1O2,0.1,-2.302585092994045,0.1036929606084637
28,CN1CCN(C(=O)c2cc3cc(Cl)sc3[nH]2)CC1,0.1,-2.302585092994045,0.1036929606084637
29,OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O[C@@H]5[C@@H](OCc6ccccc6)O[C@H](CO)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0.83,-0.1863295781914934,0.4202791141532193
30,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCCCCC(=O)N[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O,0.79,-0.2357223335210698,0.41289009032628
31,N#CCNC(=O)C1(NC(=O)c2ccc(-c3ccc(S(=O)(=O)N4CCN(CC(F)(F)F)CC4)cc3)cc2)CCCCC1,0.7667,-0.2656596884172882,0.4084115422645719
32,N#CCNC(=O)C1(NC(=O)c2ccc(-c3ccc(C4(F)CCNCC4)cc3)cc2)CCCCC1,0.7833,-0.2442395146089442,0.4116159428611967
33,CN(C)C1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)C1,0.6333,-0.4568110354597525,0.3798158130240417
34,CN1CCC(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1,0.7167,-0.3330979359822635,0.3983229611603254
35,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CC[C@@H](N)C4)n3)cc2)CCCCC1,0.8833,-0.1240903852310505,0.4295899306218605
36,N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1,0.4833,-0.7271177001310987,0.3393786603989261
37,C[C@H]1O[C@@H](n2cc(-c3ccccc3)c3c(NCC(=O)NC4CC4)ncnc32)[C@H](O)[C@@H]1O,0.3,-1.203972804325936,0.2680424147616348
38,CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2cc3cnccc3s2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,0.8,-0.2231435513142097,0.414771842433855
39,CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2cc3ccncc3o2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,0.8,-0.2231435513142097,0.414771842433855
40,C[C@@H](C(=O)O)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,0.44,-0.8209805520698302,0.3253370292971182
41,CSc1ccc(S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1,0.08333,-2.4849466505880216,0.0764121603131866
42,N#CCNC(=O)[C@@H]1CCCC[C@H]1c1ccccc1-c1ccc(F)cc1,0.75,-0.2876820724517809,0.4051170526320116
43,N#CCNC(=O)[C@@H]1CCCC[C@H]1CS(=O)(=O)c1ccc(OC(F)(F)F)cc1,0.3333,-1.098712293668443,0.283789105062556
44,CSc1ccc(-c2ccccc2[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1,0.7333,-0.3102003838823833,0.4017483735900565
45,COC(=O)c1ccccc1-c1ccc(CNc2ncccc2NC(=O)CC(F)(F)F)cc1,0.15,-1.8971199848858813,0.164349454153171
46,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,0.6067,-0.4997208440338849,0.3733966206577108
47,Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1,0.5,-0.6931471805599453,0.3444605590873043
48,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,0.83,-0.1863295781914934,0.4202791141532193
49,O=C(O)C[C@H](Cc1nc(CCCCNc2cc(N3CCSCC3)ccn2)no1)c1ccc2c(c1)OCO2,0.4,-0.916290731874155,0.3110788818253913
50,CN1CCNc2nc(CCCc3noc(CC(CC(=O)O)c4ccc5c(c4)OCO5)n3)ccc21,0.93,-0.0725706928348353,0.4372971385338732
51,CCCC[C@@H](/C=N/NC(=O)N1CCCC1)NC(=O)OC(C)(C)C,0.3,-1.203972804325936,0.2680424147616348
52,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1,0.15,-1.8971199848858813,0.164349454153171
53,CCCC[C@@H](/C=N/NS(=O)(=O)N(C)C)NC(=O)OC(C)(C)C,0.65,-0.4307829160924542,0.383709549927199
54,CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C,0.1667,-1.7915594892253888,0.1801410214065947
55,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)OC(C)(C)C,0.3667,-1.0032112039048566,0.2980758121525584
56,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1C[C@H](C)CN(S(=O)(=O)c2ccccn2)CC1=O,0.86,-0.1508228897345836,0.4255908195900431
57,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H]1C(=O)CN(S(=O)(=O)c2ccccn2)CC[C@@H]1C,0.975,-0.0253178079842898,0.4443660434719063
58,COc1cccc(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CC(=O)O)CN2CCc3cc(F)ccc32)c1,0.56,-0.579818495252942,0.3614142266934467
59,Cc1cc(O)c(C(=O)CCc2ccc3occc3c2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,0.97,-0.0304592074847085,0.4435969038853634
60,CCc1ccc(Cc2c[nH]c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1,0.86,-0.1508228897345836,0.4255908195900431
61,OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(CCc4ccc5c(c4)CCO5)c23)[C@H](O)[C@@H](O)[C@@H]1O,0.67,-0.4004775665971252,0.388243148994725
62,CCCC[C@H](NC(=O)O[C@@H]1C(=O)OCC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,0.1833,-1.6966311241364778,0.194342050420142
63,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Nc2c(C)noc2C)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,0.5833,-0.5390536452225451,0.3675125390100274
64,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2ccno2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,0.6,-0.5108256237659907,0.3717353753700985
65,c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,0.4,-0.916290731874155,0.3110788818253913
66,COc1ccccc1C(=O)NC1N=C(c2ccccc2)c2ccccc2NC1=O,0.4,-0.916290731874155,0.3110788818253913
67,Fc1cnccc1-c1cc(-c2ccc(F)c(-c3ncccc3F)c2)cnn1,0.8,-0.2231435513142097,0.414771842433855
68,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1,0.3,-1.203972804325936,0.2680424147616348
69,CC(C)(C)[C@H](NC(=O)OCCO)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,0.3,-1.203972804325936,0.2680424147616348
70,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(OP(=O)(O)O)c1,0.15,-1.8971199848858813,0.164349454153171
71,CC(C)(C)[C@H](NC(=O)OCCOP(=O)(O)O)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,0.1,-2.302585092994045,0.1036929606084637
72,O=C(O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)Cc1ccccc1,0.45,-0.7985076962177716,0.3286989083063421
73,O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CC[C@@H](O)Cc2cccc(C(F)(F)F)c2)s1,0.87,-0.1392620673335076,0.4273202876387594
74,O=C(O)CCCCCCN1C(=O)CC[C@@H]1CC[C@@H](O)Cc1cccc(C(F)(F)F)c1,0.42,-0.8675005677047231,0.3183777596296903
75,N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4cccc(C(N)=O)c4)c3O)nc2c1,0.5,-0.6931471805599453,0.3444605590873043
76,CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(OCc2ccccn2)cc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2,0.91,-0.0943106794712412,0.4340448947952545
77,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N,0.2,-1.6094379124341005,0.2073859212169275
78,Cc1nc[nH]c1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)COCc1ccccc1,0.2,-1.6094379124341005,0.2073859212169275
79,COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1,0.7,-0.3566749439387324,0.3947959039553597
80,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,0.5,-0.6931471805599453,0.3444605590873043
81,O=C(O)c1cccc(-c2ccccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,0.3,-1.203972804325936,0.2680424147616348
82,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,0.3,-1.203972804325936,0.2680424147616348
83,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,0.5,-0.6931471805599453,0.3444605590873043
84,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCOCC3)cc2)c2ccccc2n1,0.3,-1.203972804325936,0.2680424147616348
85,Cc1csc(Nc2cccc3ccccc23)n1,0.4,-0.916290731874155,0.3110788818253913
86,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,0.4,-0.916290731874155,0.3110788818253913
87,COCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,0.2,-1.6094379124341005,0.2073859212169275
88,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC(C3)C1)C2,0.6,-0.5108256237659907,0.3717353753700985
89,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCCC1,0.3,-1.203972804325936,0.2680424147616348
90,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,0.75,-0.2876820724517809,0.4051170526320116
91,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,0.2,-1.6094379124341005,0.2073859212169275
92,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)N(C)CC(C)C)C(=O)OCCO)cc1,0.4,-0.916290731874155,0.3110788818253913
93,COC(=O)[C@H](Cc1ccc(-c2c(OC)cnn(C)c2=O)cc1)NC(=O)c1c(Cl)cccc1Cl,0.7,-0.3566749439387324,0.3947959039553597
94,COc1cnn(CCO)c(=O)c1-c1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)cc1,0.2,-1.6094379124341005,0.2073859212169275
95,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)N(C)CC(C)C)C(=O)O)cc1,0.9,-0.1053605156578262,0.4323918689148059
96,CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,0.8,-0.2231435513142097,0.414771842433855
97,O=C(O)CC(Cc1cc(OCCCNC2=NCCN2)no1)c1ccc2c(c1)OCO2,0.5,-0.6931471805599453,0.3444605590873043
98,O=C(NO)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.98,-0.0202027073175194,0.4451312488234152
99,Cc1cc(CCC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1,0.7,-0.3566749439387324,0.3947959039553597
100,Cc1cc(CCC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(Cl)c2)n1,0.8,-0.2231435513142097,0.414771842433855
101,Cc1cc(CCC(=O)O)ccc1-c1noc(-c2ccc(OCC(F)(F)F)c(C#N)c2)n1,0.6,-0.5108256237659907,0.3717353753700985
102,CCC(=O)CN([C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,0.5,-0.6931471805599453,0.3444605590873043
103,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.3,-1.203972804325936,0.2680424147616348
104,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(CC(=O)O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.2,-1.6094379124341005,0.2073859212169275
105,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(C)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.5,-0.6931471805599453,0.3444605590873043
106,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.9,-0.1053605156578262,0.4323918689148059
107,CC(C)C[C@@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,0.7,-0.3566749439387324,0.3947959039553597
108,CC(C)(NC1=NS(=O)(=O)c2sc(Cl)cc2N1)c1ccccc1,0.8667,-0.1430623828418377,0.4267517706233881
109,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,0.16,-1.8325814637483104,0.1740042439550144
110,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)[C@H](N)CO)cc2)nn1C(=O)c1c(F)cccc1F,0.16,-1.8325814637483104,0.1740042439550144
111,CCOC(=O)CCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,0.16,-1.8325814637483104,0.1740042439550144
112,COCCOCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,0.16,-1.8325814637483104,0.1740042439550144
113,NCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,0.16,-1.8325814637483104,0.1740042439550144
114,CN1CCN(CCC(=O)NS(=O)(=O)c2ccc(Nc3nc(N)n(C(=O)c4c(F)cccc4F)n3)cc2)CC1,0.16,-1.8325814637483104,0.1740042439550144
115,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,0.16,-1.8325814637483104,0.1740042439550144
116,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCN3CCOCC3)cc2)nn1C(=O)c1c(F)cccc1F,0.16,-1.8325814637483104,0.1740042439550144
117,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,0.8,-0.2231435513142097,0.414771842433855
118,C=CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.9,-0.1053605156578262,0.4323918689148059
119,CCNC(=O)N(c1ccc(F)cc1)c1ccnc(NC2CCOCC2)n1,0.46,-0.7765287894989963,0.3319868938489883
120,Cc1ccc(-c2cc(Cl)ccc2OCC2CCCCC2)n1-c1cccc(C(=O)O)c1,0.4,-0.916290731874155,0.3110788818253913
121,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2Cl)n1-c1cccc(C(=O)O)c1,0.3,-1.203972804325936,0.2680424147616348
122,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(Cl)cc2)n1-c1cccc(C(=O)O)c1,0.2,-1.6094379124341005,0.2073859212169275
123,Cc1c(Br)cc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,0.3,-1.203972804325936,0.2680424147616348
124,CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,0.5,-0.6931471805599453,0.3444605590873043
125,COC(=O)CCCC(=O)O[C@@H]1C[C@H]2[C@H](O)/C=C/C(=O)O[C@@H](C)CCC/C=C/[C@@H]2C1,0.05,-2.995732273553991,0.0
126,CC(=O)O[C@@H]1C[C@H]2[C@H](O)/C=C/C(=O)O[C@@H](C)CCC/C=C/[C@@H]2C1,0.5,-0.6931471805599453,0.3444605590873043
127,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,0.8,-0.2231435513142097,0.414771842433855
128,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)c(Cl)c3)cn12,0.9,-0.1053605156578262,0.4323918689148059
129,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,0.7,-0.3566749439387324,0.3947959039553597
130,CC[C@]12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,0.8,-0.2231435513142097,0.414771842433855
131,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]ncc3c1C2,0.5,-0.6931471805599453,0.3444605590873043
132,CC[C@@]12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,0.7,-0.3566749439387324,0.3947959039553597
133,CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,0.7,-0.3566749439387324,0.3947959039553597
134,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,0.9,-0.1053605156578262,0.4323918689148059
135,CC[C@@]12CCC(=O)C(C3CC3)=C1c1ccc3[nH]ncc3c1C2,0.9,-0.1053605156578262,0.4323918689148059
136,COc1ccc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1OC,0.7,-0.3566749439387324,0.3947959039553597
137,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,0.5,-0.6931471805599453,0.3444605590873043
138,COC(=O)c1cc(/C(=C\CCN2CCOC2=O)c2cc(C)c3on(C)c(=O)c3c2)cc(C)c1OC,0.3683,-0.9988574555311174,0.2987271212414198
139,CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,0.3,-1.203972804325936,0.2680424147616348
140,CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nnc3c1C2,0.4,-0.916290731874155,0.3110788818253913
141,CCCC[C@@]12CCC(=O)C(CC)=C1c1ccc3[nH]nnc3c1C2,0.4,-0.916290731874155,0.3110788818253913
142,Cc1ccccc1CN(CCN(Cc1cncn1C)c1ccc(C#N)cc1)S(=O)(=O)c1cn(C)cn1,0.5433,-0.6100936254246596,0.3568851483557465
143,C[C@@H](CN1CC(C)(C)c2cc(F)ccc21)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,0.85,-0.1625189294977749,0.4238411233863308
144,C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H]1CCCO1,0.9667,-0.0338670695115773,0.4430870968590609
145,Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccccc2)cc1C,0.7,-0.3566749439387324,0.3947959039553597
146,CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O.Cl.Cl,0.64,-0.4462871026284195,0.381390165171942
147,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(-c3nn[nH]n3)cnc3ccccc23)cc1,0.68,-0.3856624808119846,0.3904594461244178
148,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,0.22,-1.5141277326297755,0.2216440686886545
149,CCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)c(N)nc3ccccc23)cc1,0.28,-1.272965675812887,0.2577212660849829
150,CCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)c(C)nc3ccccc23)cc1,0.33,-1.1086626245216111,0.2823005622333618
151,CCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)c(Cl)nc3ccccc23)cc1,0.3,-1.203972804325936,0.2680424147616348
152,O=C(c1cc(Cl)ccc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,0.35,-1.0498221244986778,0.2911029433468959
153,O=C(c1ccc(I)cc1NS(=O)(=O)c1cccc2nccnc12)N1CCOCC1,0.62,-0.4780358009429998,0.376640644989166
154,O=C(c1ccc(Br)nc1NS(=O)(=O)c1cccc2nccnc12)N1CCCCC1,0.34,-1.0788096613719298,0.286766485515954
155,O=C(c1ccc(Br)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,0.26,-1.3470736479666092,0.2466349120568222
156,O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,0.16,-1.8325814637483104,0.1740042439550144
